country,year,GDP,life_expectancy,pop,decade,region
Bolivia,1871,1388,33,1538001,1870,America
Bosnia and Herzegovina,1871,801,35.1,1320249,1870,Europe & Central Asia
Botswana,1871,510,33.6,121600,1870,Sub-Saharan Africa
Brazil,1871,1488,31.9862733333334,9964419,1870,America
British Virgin Islands,1871,NA,NA,6403,1870,America
Brunei,1871,1803,29.2,6184,1870,East Asia & Pacific
Bulgaria,1871,1419,38.9239999999998,2677708,1870,Europe & Central Asia
Burkina Faso,1871,509,29.2,2397003,1870,Sub-Saharan Africa
Burundi,1871,446,31.5,1299471,1870,Sub-Saharan Africa
Cambodia,1871,977,35,2376103,1870,East Asia & Pacific
Cameroon,1871,803,28.75,2158809,1870,Sub-Saharan Africa
Canada,1871,2915,42.5568,3817167,1870,America
Cape Verde,1871,659,33.8,87122,1870,Sub-Saharan Africa
Cayman Islands,1871,1469,NA,3646,1870,America
Central African Republic,1871,544,30,610299,1870,NA
Chad,1871,536,30.9,1447743,1870,Sub-Saharan Africa
Channel Islands,1871,NA,NA,60819,1870,Europe & Central Asia
Chile,1871,1904,32,1957051,1870,America
China,1871,1084,32,363661158,1870,East Asia & Pacific
Christmas Island,1871,NA,NA,NA,1870,East Asia & Pacific
Cocos Island,1871,NA,NA,NA,1870,East Asia & Pacific
Colombia,1871,1101,32,2482542,1870,America
Comoros,1871,748,32.1,83370,1870,Sub-Saharan Africa
"Congo, Dem. Rep.",1871,650,31.6,7179175,1870,Sub-Saharan Africa
"Congo, Rep.",1871,703,32.7,451853,1870,Sub-Saharan Africa
Cook Is,1871,NA,NA,12732,1870,NA
Costa Rica,1871,1374,30.2147,138409,1870,America
Cote d'Ivoire,1871,1079,31.156,1526047,1870,Sub-Saharan Africa
Croatia,1871,1897,36.1,1908823,1870,Europe & Central Asia
Cuba,1871,1969,29.72,1424672,1870,America
Cyprus,1871,1564,38.5089684210526,185971,1870,Europe & Central Asia
Czech Republic,1871,2688,34.9544,6627668,1870,NA
Czechoslovakia,1871,NA,NA,NA,1870,Europe & Central Asia
Denmark,1871,3524,46.15,1887120,1870,Europe & Central Asia
Djibouti,1871,941,29.9,33526,1870,Middle East & North Africa
Dominica,1871,938,NA,26589,1870,America
Dominican Republic,1871,882,29.9,246693,1870,NA
East Germany,1871,NA,NA,NA,1870,Europe & Central Asia
Ecuador,1871,735,32.9,1028649,1870,America
Egypt,1871,1004,33,7040615,1870,Middle East & North Africa
El Salvador,1871,1499,28.7,494137,1870,America
Equatorial Guinea,1871,391,29.8,95032,1870,Sub-Saharan Africa
Eritrea,1871,608,30.2,397927,1870,Sub-Saharan Africa
Eritrea and Ethiopia,1871,NA,NA,NA,1870,Sub-Saharan Africa
Estonia,1871,1335,41.4730515615686,529246,1870,Europe & Central Asia
Ethiopia,1871,533,29.7,5956559,1870,Sub-Saharan Africa
Faeroe Islands,1871,NA,NA,18772,1870,Europe & Central Asia
Falkland Is (Malvinas),1871,NA,NA,191,1870,NA
Fiji,1871,936,26.1,130491,1870,East Asia & Pacific
Finland,1871,1876,46.2466969218769,1847468,1870,Europe & Central Asia
France,1871,3449,29.59,38170355,1870,Europe & Central Asia
French Guiana,1871,NA,30.5,14223,1870,America
French Polynesia,1871,NA,25.6,46425,1870,East Asia & Pacific
Gabon,1871,394,30.6,241457,1870,Sub-Saharan Africa
Gambia,1871,849,28.8,149924,1870,Sub-Saharan Africa
Georgia,1871,694,29.383,1696367,1870,Europe & Central Asia
Germany,1871,2785,38.37,39702235,1870,Europe & Central Asia
Ghana,1871,738,28,1625206,1870,Sub-Saharan Africa
Gibraltar,1871,NA,NA,13082,1870,Europe & Central Asia
Greece,1871,1993,36.6,3655056,1870,Europe & Central Asia
Greenland,1871,679,33.867221464245,13414,1870,Europe & Central Asia
Grenada,1871,1194,37.3,37009,1870,America
Guadeloupe,1871,NA,27.655,116631,1870,America
Guam,1871,NA,27.5,20985,1870,East Asia & Pacific
Guatemala,1871,1302,25.8113600000001,1077038,1870,America
Guernsey,1871,NA,NA,NA,1870,Europe & Central Asia
Guinea,1871,501,30.2344827586206,1529932,1870,Sub-Saharan Africa
Guinea-Bissau,1871,812,32,307224,1870,Sub-Saharan Africa
Guyana,1871,1717,31.12,233706,1870,America
Haiti,1871,1067,29,1155908,1870,America
Holy See,1871,NA,NA,907,1870,Europe & Central Asia
Honduras,1871,1297,33.9,405947,1870,America
"Hong Kong, China",1871,1146,34.9,116126,1870,East Asia & Pacific
Hungary,1871,1878,36,5899196,1870,Europe & Central Asia
Iceland,1871,1628,35.02,84941,1870,Europe & Central Asia
India,1871,1061,25.4424,213725049,1870,South Asia
Indonesia,1871,1060,30,27062539,1870,East Asia & Pacific
Iran,1871,1085,25.6,8397441,1870,Middle East & North Africa
Iraq,1871,1202,31.2,1598592,1870,Middle East & North Africa
Ireland,1871,2988,41.4714285714285,3875492,1870,Europe & Central Asia
Isle of Man,1871,NA,NA,32724,1870,Europe & Central Asia
Israel,1871,894,32,252622,1870,Middle East & North Africa
Italy,1871,2629,29.69,27845334,1870,Europe & Central Asia
Jamaica,1871,906,34.2,501444,1870,America
Japan,1871,1218,36.634,34638021,1870,East Asia & Pacific
Jersey,1871,NA,NA,NA,1870,Europe & Central Asia
Jordan,1871,1210,31.7,264678,1870,Middle East & North Africa
Kazakhstan,1871,1623,23.712,3226542,1870,Europe & Central Asia
Kenya,1871,1066,25.5,2596105,1870,Sub-Saharan Africa
Kiribati,1871,587,24.9,22287,1870,East Asia & Pacific
North Korea,1871,539,26,4656353,1870,NA
South Korea,1871,536,25.8,9741935,1870,NA
"United Korea (former)
",1871,NA,NA,NA,NA,NA
Kosovo,1871,NA,NA,NA,1870,Europe & Central Asia
Kuwait,1871,1446,26,81947,1870,Middle East & North Africa
Kyrgyz Republic,1871,797,21.453,838486,1870,NA
Lao,1871,979,31.9,764785,1870,NA
Latvia,1871,1069,36.6527333333334,936818,1870,Europe & Central Asia
Lebanon,1871,1563,29.7,465945,1870,Middle East & North Africa
Lesotho,1871,409,32.8,402517,1870,Sub-Saharan Africa
Liberia,1871,916,31.1,475766,1870,Sub-Saharan Africa
Libya,1871,1967,33.1,707627,1870,Middle East & North Africa
Liechtenstein,1871,NA,NA,8088,1870,Europe & Central Asia
Lithuania,1871,1808,29.3266666666667,1234990,1870,Europe & Central Asia
Luxembourg,1871,2662,36.9,176056,1870,Europe & Central Asia
"Macao, China",1871,1183,34.7,78755,1870,East Asia & Pacific
"Macedonia, FYR",1871,973,36.1,611581,1870,Europe & Central Asia
Madagascar,1871,735,30.5,2365391,1870,Sub-Saharan Africa
Malawi,1871,354,30.3,746350,1870,Sub-Saharan Africa
Malaysia,1871,1113,30.6,839427,1870,East Asia & Pacific
Maldives,1871,841,32.647,55543,1870,South Asia
Mali,1871,615,26.408,2235477,1870,Sub-Saharan Africa
Malta,1871,1251,28.7,185742,1870,Europe & Central Asia
Marshall Islands,1871,563,NA,7932,1870,East Asia & Pacific
Martinique,1871,NA,30.153,122188,1870,America
Mauritania,1871,677,32,471145,1870,Sub-Saharan Africa
Mauritius,1871,1206,36.8931772166927,332456,1870,Sub-Saharan Africa
Mayotte,1871,NA,32.5,10364,1870,Sub-Saharan Africa
Mexico,1871,1263,26.9,9338206,1870,America
"Micronesia, Fed. Sts.",1871,541,26.7,21150,1870,East Asia & Pacific
Moldova,1871,821,33.145,1126725,1870,Europe & Central Asia
Monaco,1871,3618,NA,11221,1870,Europe & Central Asia
Mongolia,1871,647,31.8,667671,1870,East Asia & Pacific
Montenegro,1871,1490,35.4,196497,1870,Europe & Central Asia
Montserrat,1871,NA,NA,8578,1870,America
Morocco,1871,784,33.1,3782586,1870,Middle East & North Africa
Mozambique,1871,407,30.2770533333334,3211221,1870,Sub-Saharan Africa
Myanmar,1871,858,30.8,4574586,1870,East Asia & Pacific
Namibia,1871,1160,32.4,230198,1870,Sub-Saharan Africa
Nauru,1871,710,NA,2196,1870,East Asia & Pacific
Nepal,1871,666,32.8,4754129,1870,South Asia
Netherlands,1871,5220,32.94,3622598,1870,Europe & Central Asia
Netherlands Antilles,1871,NA,34.408,NA,1870,America
New Caledonia,1871,NA,26,39960,1870,East Asia & Pacific
New Zealand,1871,5249,34.496282051282,301045,1870,East Asia & Pacific
Ngorno-Karabakh,1871,NA,NA,NA,1870,Europe & Central Asia
Nicaragua,1871,1677,25.4,405582,1870,America
Niger,1871,572,30.8,1634127,1870,Sub-Saharan Africa
Nigeria,1871,1113,30.4,15015256,1870,Sub-Saharan Africa
Niue,1871,NA,NA,4532,1870,East Asia & Pacific
Norfolk Island,1871,NA,NA,NA,1870,East Asia & Pacific
Northern Cyprus,1871,NA,NA,NA,1870,Europe & Central Asia
Northern Mariana Islands,1871,NA,NA,4455,1870,East Asia & Pacific
Norway,1871,2517,49.69,1746718,1870,Europe & Central Asia
Oman,1871,1139,32.3,368037,1870,Middle East & North Africa
Pakistan,1871,1029,25.8,16199658,1870,South Asia
Palau,1871,1000,NA,4981,1870,East Asia & Pacific
Panama,1871,1509,32.9,176627,1870,America
Papua New Guinea,1871,651,31.5,1033573,1870,East Asia & Pacific
Paraguay,1871,1585,35.5,385864,1870,America
Peru,1871,1381,35.7,2616789,1870,America
Philippines,1871,1041,30.9,4382416,1870,East Asia & Pacific
Pitcairn,1871,NA,NA,NA,1870,East Asia & Pacific
Poland,1871,1609,35.9,17013787,1870,Europe & Central Asia
Portugal,1871,1721,35.6,4328374,1870,Europe & Central Asia
Puerto Rico,1871,1819,30.43,659930,1870,America
Qatar,1871,1446,30.8,14177,1870,Middle East & North Africa
Reunion,1871,NA,33,135054,1870,Sub-Saharan Africa
Romania,1871,1644,35.7,9151343,1870,Europe & Central Asia
Russia,1871,2036,28.1030255888325,49288504,1870,Europe & Central Asia
Rwanda,1871,472,31.8,1283278,1870,Sub-Saharan Africa
St. Barthélemy,1871,NA,NA,NA,1870,NA
St. Helena,1871,NA,NA,6160,1870,NA
St. Kitts and Nevis,1871,1647,NA,25164,1870,NA
St. Lucia,1871,1037,28.008,31938,1870,NA
St. Martin,1871,NA,NA,NA,1870,NA
St. Vincent and the Grenadines,1871,1185,25.986,35791,1870,NA
St.-Pierre-et-Miquelon,1871,NA,NA,2563,1870,NA
Samoa,1871,1669,25.4,40833,1870,East Asia & Pacific
San Marino,1871,1792,NA,7603,1870,Europe & Central Asia
Sao Tome and Principe,1871,970,31,33124,1870,Sub-Saharan Africa
Saudi Arabia,1871,914,32.1,2339375,1870,Middle East & North Africa
Senegal,1871,638,25.2,1422397,1870,Sub-Saharan Africa
Serbia,1871,1914,35.5,3334681,1870,Europe & Central Asia
Serbia and Montenegro,1871,NA,NA,NA,1870,Europe & Central Asia
Serbia excluding Kosovo,1871,NA,NA,NA,1870,Europe & Central Asia
Seychelles,1871,1049,37.262425,14884,1870,Sub-Saharan Africa
Sierra Leone,1871,942,25.1,1118510,1870,Sub-Saharan Africa
Singapore,1871,1177,34,87515,1870,East Asia & Pacific
Slovak Republic,1871,2002,36.4,2565369,1870,Europe & Central Asia
Slovenia,1871,1985,36.6,730072,1870,Europe & Central Asia
Solomon Islands,1871,436,25.1,68010,1870,East Asia & Pacific
Somalia,1871,742,29.4,1368164,1870,Sub-Saharan Africa
Somaliland,1871,NA,NA,NA,1870,Sub-Saharan Africa
South Africa,1871,1721,33.5,2629836,1870,Sub-Saharan Africa
South Ossetia,1871,NA,NA,NA,1870,Europe & Central Asia
Spain,1871,1976,29.5,16226123,1870,Europe & Central Asia
Sri Lanka,1871,1365,32.6,2775272,1870,South Asia
Sudan,1871,665,31.4,4785897,1870,Sub-Saharan Africa
Suriname,1871,2314,32.9,117453,1870,America
Svalbard,1871,NA,NA,NA,1870,Europe & Central Asia
Swaziland,1871,628,32.3,86592,1870,Sub-Saharan Africa
Sweden,1871,2321,48.98,4174365,1870,Europe & Central Asia
Switzerland,1871,5573,38,2663904,1870,Europe & Central Asia
Syria,1871,1165,31.1,1589363,1870,Middle East & North Africa
Taiwan,1871,1010,28.3,NA,1870,East Asia & Pacific
Tajikistan,1871,748,21.747,736654,1870,Europe & Central Asia
Tanzania,1871,646,32.2,3592601,1870,Sub-Saharan Africa
Thailand,1871,1017,30.4,5852505,1870,East Asia & Pacific
Timor-Leste,1871,599,28.949,238455,1870,East Asia & Pacific
Togo,1871,876,31.3,691667,1870,Sub-Saharan Africa
Tokelau,1871,NA,NA,667,1870,East Asia & Pacific
Tonga,1871,790,28.2,19059,1870,East Asia & Pacific
Transnistria,1871,NA,NA,NA,1870,Europe & Central Asia
Trinidad and Tobago,1871,1627,38.8,127290,1870,America
Tunisia,1871,917,28.8,1200115,1870,Middle East & North Africa
Turkey,1871,1608,35,11871788,1870,Europe & Central Asia
Turkmenistan,1871,1342,19.968,581677,1870,Europe & Central Asia
Turks and Caicos Islands,1871,688,NA,4593,1870,America
Tuvalu,1871,857,NA,3304,1870,East Asia & Pacific
Uganda,1871,595,25.3,2479244,1870,Sub-Saharan Africa
Ukraine,1871,1086,36.6,17822740,1870,Europe & Central Asia
United Arab Emirates,1871,1315,30.7,40889,1870,Middle East & North Africa
United Kingdom,1871,6310,41.31,27651628,1870,Europe & Central Asia
United States,1871,4154,39.41,40821569,1870,America
Uruguay,1871,5689,32.9,337169,1870,America
USSR,1871,NA,NA,NA,1870,Europe & Central Asia
Uzbekistan,1871,589,24.438,3125228,1870,Europe & Central Asia
Wallis et Futuna,1871,NA,NA,4744,1870,East Asia & Pacific
Vanuatu,1871,698,24.3,34145,1870,East Asia & Pacific
Venezuela,1871,878,32.2,1719628,1870,America
West Bank and Gaza,1871,1236,32.1,201057,1870,Middle East & North Africa
West Germany,1871,NA,NA,NA,1870,Europe & Central Asia
Western Sahara,1871,NA,34.753,5091,1870,Middle East & North Africa
Vietnam,1871,841,32,10284238,1870,East Asia & Pacific
Virgin Islands (U.S.),1871,NA,33.403,36892,1870,America
North Yemen (former),1871,NA,NA,NA,1870,NA
South Yemen (former),1871,NA,NA,NA,1870,NA
Yemen,1871,1072,23.387,2866728,1870,NA
Yugoslavia,1871,NA,NA,NA,1870,Europe & Central Asia
Zambia,1871,787,32.6,745105,1870,Sub-Saharan Africa
Zimbabwe,1871,947,33.7,1549480,1870,Sub-Saharan Africa
Åland,1871,NA,NA,NA,1870,Europe & Central Asia
South Sudan,1871,651,26.665,1462765,1870,Sub-Saharan Africa
Abkhazia,1872,NA,NA,NA,1870,Europe & Central Asia
Afghanistan,1872,721,27.47324,4169690,1870,South Asia
Akrotiri and Dhekelia,1872,NA,NA,NA,1870,Europe & Central Asia
Albania,1872,773,35.4,610036,1870,Europe & Central Asia
Algeria,1872,1292,28.8224,3811028,1870,Middle East & North Africa
American Samoa,1872,NA,NA,7057,1870,East Asia & Pacific
Andorra,1872,2295,NA,3654,1870,Europe & Central Asia
Angola,1872,847,26.98,2285417,1870,Sub-Saharan Africa
Anguilla,1872,NA,NA,2888,1870,America
Antigua and Barbuda,1872,1077,33.536,35546,1870,America
Argentina,1872,3160,33.2,1856886,1870,America
Armenia,1872,629,31.551,652450,1870,Europe & Central Asia
Aruba,1872,1185,34.419,25063,1870,America
Australia,1872,5897,35.108431372549,1724213,1870,East Asia & Pacific
Austria,1872,3666,34.5090909090909,4556658,1870,Europe & Central Asia
Azerbaijan,1872,1038,26.721,1391460,1870,Europe & Central Asia
Bahamas,1872,2057,35.179,38787,1870,America
Bahrain,1872,1965,30.3,65422,1870,Middle East & North Africa
Bangladesh,1872,885,25.5,24757994,1870,South Asia
Barbados,1872,1300,32.124,161206,1870,America
Belarus,1872,831,36.2,3733161,1870,Europe & Central Asia
Belgium,1872,5238,40.04,5110891,1870,Europe & Central Asia
Belize,1872,824,26.5,25745,1870,America
Benin,1872,769,31,1038118,1870,Sub-Saharan Africa
Bermuda,1872,1747,NA,12414,1870,America
Bhutan,1872,699,28.799,115908,1870,South Asia
Bolivia,1872,1401,33,1538001,1870,America
Bosnia and Herzegovina,1872,812,35.1,1320249,1870,Europe & Central Asia
Botswana,1872,512,33.6,121600,1870,Sub-Saharan Africa
Brazil,1872,1540,31.9860800000001,9964419,1870,America
British Virgin Islands,1872,NA,NA,6403,1870,America
Brunei,1872,1809,29.2,6184,1870,East Asia & Pacific
Bulgaria,1872,1440,38.9679999999998,2677708,1870,Europe & Central Asia
Burkina Faso,1872,510,29.2,2397003,1870,Sub-Saharan Africa
Burundi,1872,447,31.5,1299471,1870,Sub-Saharan Africa
Cambodia,1872,979,35,2376103,1870,East Asia & Pacific
Cameroon,1872,807,28.75,2158809,1870,Sub-Saharan Africa
Canada,1872,2834,42.774096,3817167,1870,America
Cape Verde,1872,662,33.8,87122,1870,Sub-Saharan Africa
Cayman Islands,1872,1479,NA,3646,1870,America
Central African Republic,1872,547,30,610299,1870,NA
Chad,1872,539,30.9,1447743,1870,Sub-Saharan Africa
Channel Islands,1872,NA,NA,60819,1870,Europe & Central Asia
Chile,1872,2017,32,1957051,1870,America
China,1872,1090,32,363661158,1870,East Asia & Pacific
Christmas Island,1872,NA,NA,NA,1870,East Asia & Pacific
Cocos Island,1872,NA,NA,NA,1870,East Asia & Pacific
Colombia,1872,1104,32,2482542,1870,America
Comoros,1872,749,32.1,83370,1870,Sub-Saharan Africa
"Congo, Dem. Rep.",1872,652,31.6,7179175,1870,Sub-Saharan Africa
"Congo, Rep.",1872,705,32.7,451853,1870,Sub-Saharan Africa
Cook Is,1872,NA,NA,12732,1870,NA
Costa Rica,1872,1390,30.2147,138409,1870,America
Cote d'Ivoire,1872,1084,31.156,1526047,1870,Sub-Saharan Africa
Croatia,1872,1930,36.1,1908823,1870,Europe & Central Asia
Cuba,1872,1992,29.78,1424672,1870,America
Cyprus,1872,1583,38.509094736842,185971,1870,Europe & Central Asia
Czech Republic,1872,2723,34.9544,6627668,1870,NA
Czechoslovakia,1872,NA,NA,NA,1870,Europe & Central Asia
Denmark,1872,3695,47.53,1887120,1870,Europe & Central Asia
Djibouti,1872,944,29.9,33526,1870,Middle East & North Africa
Dominica,1872,944,NA,26589,1870,America
Dominican Republic,1872,887,29.9,246693,1870,NA
East Germany,1872,NA,NA,NA,1870,Europe & Central Asia
Ecuador,1872,740,32.9,1028649,1870,America
Egypt,1872,1008,33,7040615,1870,Middle East & North Africa
El Salvador,1872,1512,28.7,494137,1870,America
Equatorial Guinea,1872,391,29.8,95032,1870,Sub-Saharan Africa
Eritrea,1872,609,30.2,397927,1870,Sub-Saharan Africa
Eritrea and Ethiopia,1872,NA,NA,NA,1870,Sub-Saharan Africa
Estonia,1872,1344,41.6912082118321,529246,1870,Europe & Central Asia
Ethiopia,1872,534,29.7,5956559,1870,Sub-Saharan Africa
Faeroe Islands,1872,NA,NA,18772,1870,Europe & Central Asia
Falkland Is (Malvinas),1872,NA,NA,191,1870,NA
Fiji,1872,939,26.1,130491,1870,East Asia & Pacific
Finland,1872,1906,44.0713716729547,1847468,1870,Europe & Central Asia
France,1872,3631,42.64,38170355,1870,Europe & Central Asia
French Guiana,1872,NA,30.5,14223,1870,America
French Polynesia,1872,NA,25.6,46425,1870,East Asia & Pacific
Gabon,1872,394,30.6,241457,1870,Sub-Saharan Africa
Gambia,1872,849,28.8,149924,1870,Sub-Saharan Africa
Georgia,1872,697,29.427,1696367,1870,Europe & Central Asia
Germany,1872,2962,38.37,39702235,1870,Europe & Central Asia
Ghana,1872,739,28,1625206,1870,Sub-Saharan Africa
Gibraltar,1872,NA,NA,13082,1870,Europe & Central Asia
Greece,1872,2022,36.6,3655056,1870,Europe & Central Asia
Greenland,1872,687,33.8672245834597,13414,1870,Europe & Central Asia
Grenada,1872,1199,37.3,37009,1870,America
Guadeloupe,1872,NA,27.655,116631,1870,America
Guam,1872,NA,27.5,20985,1870,East Asia & Pacific
Guatemala,1872,1312,25.8115200000001,1077038,1870,America
Guernsey,1872,NA,NA,NA,1870,Europe & Central Asia
Guinea,1872,502,30.2448275862068,1529932,1870,Sub-Saharan Africa
Guinea-Bissau,1872,813,32,307224,1870,Sub-Saharan Africa
Guyana,1872,1728,31.12,233706,1870,America
Haiti,1872,1078,29,1155908,1870,America
Holy See,1872,NA,NA,907,1870,Europe & Central Asia
Honduras,1872,1314,33.9,405947,1870,America
"Hong Kong, China",1872,1163,34.9,116126,1870,East Asia & Pacific
Hungary,1872,1906,36,5899196,1870,Europe & Central Asia
Iceland,1872,1622,25.15,84941,1870,Europe & Central Asia
India,1872,1063,25.4424,213725049,1870,South Asia
Indonesia,1872,1047,30,27062539,1870,East Asia & Pacific
Iran,1872,1092,25.6,8397441,1870,Middle East & North Africa
Iraq,1872,1212,31.2,1598592,1870,Middle East & North Africa
Ireland,1872,3019,41.7357142857143,3875492,1870,Europe & Central Asia
Isle of Man,1872,NA,NA,32724,1870,Europe & Central Asia
Israel,1872,899,32,252622,1870,Middle East & North Africa
Italy,1872,2587,29.69,27845334,1870,Europe & Central Asia
Jamaica,1872,909,34.2,501444,1870,America
Japan,1872,1223,36.67536,34638021,1870,East Asia & Pacific
Jersey,1872,NA,NA,NA,1870,Europe & Central Asia
Jordan,1872,1220,31.7,264678,1870,Middle East & North Africa
Kazakhstan,1872,1633,23.756,3226542,1870,Europe & Central Asia
Kenya,1872,1069,25.5,2596105,1870,Sub-Saharan Africa
Kiribati,1872,587,24.9,22287,1870,East Asia & Pacific
North Korea,1872,538,26,4656353,1870,NA
South Korea,1872,535,25.8,9741935,1870,NA
"United Korea (former)
",1872,NA,NA,NA,NA,NA
Kosovo,1872,NA,NA,NA,1870,Europe & Central Asia
Kuwait,1872,1467,26,81947,1870,Middle East & North Africa
Kyrgyz Republic,1872,804,21.497,838486,1870,NA
Lao,1872,981,31.9,764785,1870,NA
Latvia,1872,1076,36.9848,936818,1870,Europe & Central Asia
Lebanon,1872,1579,29.7,465945,1870,Middle East & North Africa
Lesotho,1872,409,32.8,402517,1870,Sub-Saharan Africa
Liberia,1872,919,31.1,475766,1870,Sub-Saharan Africa
Libya,1872,1991,33.1,707627,1870,Middle East & North Africa
Liechtenstein,1872,NA,NA,8088,1870,Europe & Central Asia
Lithuania,1872,1820,29.7533333333333,1234990,1870,Europe & Central Asia
Luxembourg,1872,2694,36.9,176056,1870,Europe & Central Asia
"Macao, China",1872,1187,34.7,78755,1870,East Asia & Pacific
"Macedonia, FYR",1872,989,36.1,611581,1870,Europe & Central Asia
Madagascar,1872,738,30.5,2365391,1870,Sub-Saharan Africa
Malawi,1872,354,30.3,746350,1870,Sub-Saharan Africa
Malaysia,1872,1118,30.6,839427,1870,East Asia & Pacific
Maldives,1872,841,32.647,55543,1870,South Asia
Mali,1872,615,26.408,2235477,1870,Sub-Saharan Africa
Malta,1872,1262,28.7,185742,1870,Europe & Central Asia
