"","year","make","model","vclass","displ","tran","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv","make_orig","make_lower","make_lowerclean","country","z"
"15589",2000,"Acura","NSX","Two Seaters",3,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA,"Acura","acura","acura","Japan","Two Seaters"
"15590",2000,"Acura","NSX","Two Seaters",3.2,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA,"Acura","acura","acura","Japan","Two Seaters"
"15591",2000,"BMW","M Coupe","Two Seaters",3.2,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"15592",2000,"BMW","Z3 Coupe","Two Seaters",2.8,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"15593",2000,"BMW","Z3 Coupe","Two Seaters",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"15594",2000,"BMW","Z3 Roadster","Two Seaters",2.5,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"15595",2000,"BMW","Z3 Roadster","Two Seaters",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"15596",2000,"BMW","Z3 Roadster","Two Seaters",2.8,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"15597",2000,"BMW","Z3 Roadster","Two Seaters",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"15598",2000,"BMW","Z8","Two Seaters",4.9,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,19,15,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"15612",2000,"Mercedes-Benz","SL500","Two Seaters",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,21,17,50,8,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"15613",2000,"Mercedes-Benz","SL600","Two Seaters",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,18,14,50,8,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"15614",2000,"Mercedes-Benz","SLK230 Kompressor","Two Seaters",2.3,"Automatic 5-spd","4","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,20,27,22,48,10,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"15615",2000,"Mercedes-Benz","SLK230 Kompressor","Two Seaters",2.3,"Manual 5-spd","4","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,19,28,22,48,10,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"15626",2000,"Audi","TT Coupe","Minicompact Cars",1.8,"Manual 5-spd","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,29,23,65,14,"Audi","audi","audi","Germany","Minicompact Cars"
"15627",2000,"Audi","TT Coupe quattro","Minicompact Cars",1.8,"Manual 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,65,11,"Audi","audi","audi","Germany","Minicompact Cars"
"15628",2000,"BMW","323i Convertible","Minicompact Cars",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,74,9,"BMW","bmw","bmw","Germany","Minicompact Cars"
"15629",2000,"BMW","323i Convertible","Minicompact Cars",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,74,9,"BMW","bmw","bmw","Germany","Minicompact Cars"
"15630",2000,"BMW","M Roadster","Minicompact Cars",3.2,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,74,9,"BMW","bmw","bmw","Germany","Minicompact Cars"
"15631",2000,"Jaguar","XK8 Convertible","Minicompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,70,10,"Jaguar","jaguar","jaguar","Britain","Minicompact Cars"
"15632",2000,"Jaguar","XKR Convertible","Minicompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,14,20,17,70,10,"Jaguar","jaguar","jaguar","Britain","Minicompact Cars"
"15633",2000,"Mercedes-Benz","CLK320 (Cabriolet)","Minicompact Cars",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,76,6,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Minicompact Cars"
"15634",2000,"Mercedes-Benz","CLK430 (Cabriolet)","Minicompact Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,76,6,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Minicompact Cars"
"15640",2000,"Acura","Integra","Subcompact Cars",1.8,"Automatic 4-spd","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,28,23,80,12.5,"Acura","acura","acura","Japan","Subcompact Cars"
"15641",2000,"Acura","Integra","Subcompact Cars",1.8,"Manual 5-spd","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,28,24,80,12.5,"Acura","acura","acura","Japan","Subcompact Cars"
"15642",2000,"Acura","Integra","Subcompact Cars",1.8,"Manual 5-spd","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,22,28,24,80,12.5,"Acura","acura","acura","Japan","Subcompact Cars"
"15646",2000,"BMW","323ci","Subcompact Cars",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,19,84,9,"BMW","bmw","bmw","Germany","Subcompact Cars"
"15647",2000,"BMW","323ci","Subcompact Cars",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,84,9,"BMW","bmw","bmw","Germany","Subcompact Cars"
"15648",2000,"BMW","328ci","Subcompact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,25,19,84,9,"BMW","bmw","bmw","Germany","Subcompact Cars"
"15649",2000,"BMW","328ci","Subcompact Cars",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,84,9,"BMW","bmw","bmw","Germany","Subcompact Cars"
"15683",2000,"Jaguar","XK8","Subcompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,75,11,"Jaguar","jaguar","jaguar","Britain","Subcompact Cars"
"15684",2000,"Jaguar","XKR","Subcompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,15,21,17,75,11,"Jaguar","jaguar","jaguar","Britain","Subcompact Cars"
"15685",2000,"Lexus","SC","Subcompact Cars",3,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,22,19,85,9,"Lexus","lexus","lexus","Japan","Subcompact Cars"
"15686",2000,"Lexus","SC","Subcompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,85,9,"Lexus","lexus","lexus","Japan","Subcompact Cars"
"15687",2000,"Mercedes-Benz","CLK320","Subcompact Cars",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,81,11,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Subcompact Cars"
"15688",2000,"Mercedes-Benz","CLK430","Subcompact Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,81,11,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Subcompact Cars"
"15742",2000,"Audi","A4","Compact Cars",1.8,"Automatic 5-spd","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,28,21,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15743",2000,"Audi","A4","Compact Cars",1.8,"Manual 5-spd","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,21,29,24,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15744",2000,"Audi","A4","Compact Cars",2.8,"Automatic 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15745",2000,"Audi","A4","Compact Cars",2.8,"Manual 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15746",2000,"Audi","A4 quattro","Compact Cars",1.8,"Automatic 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15747",2000,"Audi","A4 quattro","Compact Cars",1.8,"Manual 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,26,22,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15748",2000,"Audi","A4 quattro","Compact Cars",2.8,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15749",2000,"Audi","A4 quattro","Compact Cars",2.8,"Manual 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15750",2000,"Audi","S4","Compact Cars",2.7,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15751",2000,"Audi","S4","Compact Cars",2.7,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14,"Audi","audi","audi","Germany","Compact Cars"
"15753",2000,"BMW","323i","Compact Cars",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,91,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15754",2000,"BMW","323i","Compact Cars",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,19,91,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15755",2000,"BMW","323i","Compact Cars",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,91,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15756",2000,"BMW","328i","Compact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,91,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15757",2000,"BMW","328i","Compact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,25,19,91,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15758",2000,"BMW","328i","Compact Cars",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,91,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15759",2000,"BMW","528i","Compact Cars",2.8,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,93,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15760",2000,"BMW","528i","Compact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,93,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15761",2000,"BMW","528i","Compact Cars",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,93,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15762",2000,"BMW","540i","Compact Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,93,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15763",2000,"BMW","540i","Compact Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,93,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15764",2000,"BMW","540i","Compact Cars",4.4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,21,16,93,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15765",2000,"BMW","M5","Compact Cars",4.9,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,19,15,93,11,"BMW","bmw","bmw","Germany","Compact Cars"
"15795",2000,"Infiniti","G20","Compact Cars",2,"Automatic 4-spd","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,20,28,23,91,14,"Infiniti","infiniti","infiniti","Japan","Compact Cars"
"15796",2000,"Infiniti","G20","Compact Cars",2,"Manual 5-spd","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,29,24,91,14,"Infiniti","infiniti","infiniti","Japan","Compact Cars"
"15797",2000,"Jaguar","XJ8","Compact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,93,13,"Jaguar","jaguar","jaguar","Britain","Compact Cars"
"15798",2000,"Jaguar","XJR","Compact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,14,20,16,93,13,"Jaguar","jaguar","jaguar","Britain","Compact Cars"
"15801",2000,"Lexus","ES 300","Compact Cars",3,"Automatic 4-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,20,92,13,"Lexus","lexus","lexus","Japan","Compact Cars"
"15815",2000,"Mercedes-Benz","C230 Kompressor","Compact Cars",2.3,"Automatic 5-spd","4","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,19,26,22,88,13,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Compact Cars"
"15816",2000,"Mercedes-Benz","C280","Compact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,25,21,88,13,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Compact Cars"
"15817",2000,"Mercedes-Benz","C43 AMG","Compact Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,88,13,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Compact Cars"
"15818",2000,"Mercedes-Benz","CL500","Compact Cars",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,88,12,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Compact Cars"
"15871",2000,"Acura","3.2TL","Midsize Cars",3.2,"Automatic 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,20,96,14,"Acura","acura","acura","Japan","Midsize Cars"
"15872",2000,"Acura","3.5RL","Midsize Cars",3.5,"Automatic 4-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,96,15,"Acura","acura","acura","Japan","Midsize Cars"
"15873",2000,"Audi","A6","Midsize Cars",2.8,"Automatic 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,18,98,15,"Audi","audi","audi","Germany","Midsize Cars"
"15874",2000,"Audi","A6 quattro","Midsize Cars",2.7,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,98,15,"Audi","audi","audi","Germany","Midsize Cars"
"15875",2000,"Audi","A6 quattro","Midsize Cars",2.7,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,98,15,"Audi","audi","audi","Germany","Midsize Cars"
"15876",2000,"Audi","A6 quattro","Midsize Cars",2.8,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,98,15,"Audi","audi","audi","Germany","Midsize Cars"
"15877",2000,"Audi","A6 quattro","Midsize Cars",2.8,"Manual 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,98,15,"Audi","audi","audi","Germany","Midsize Cars"
"15878",2000,"Audi","A6 quattro","Midsize Cars",4.2,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,98,15,"Audi","audi","audi","Germany","Midsize Cars"
"15879",2000,"Audi","A8 quattro","Midsize Cars",4.2,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,100,18,"Audi","audi","audi","Germany","Midsize Cars"
"15882",2000,"BMW","740i/740i Sport","Midsize Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,100,13,"BMW","bmw","bmw","Germany","Midsize Cars"
"15883",2000,"BMW","740i/740i Sport","Midsize Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,100,13,"BMW","bmw","bmw","Germany","Midsize Cars"
"15887",2000,"Cadillac","Catera","Midsize Cars",3,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,99,14,"Cadillac","cadillac","cadillac","USA","Midsize Cars"
"15888",2000,"Cadillac","Eldorado","Midsize Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,25,19,100,15,"Cadillac","cadillac","cadillac","USA","Midsize Cars"
"15889",2000,"Cadillac","Seville","Midsize Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,25,19,104,15,"Cadillac","cadillac","cadillac","USA","Midsize Cars"
"15913",2000,"Infiniti","I30","Midsize Cars",3,"Automatic 4-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,25,20,102,15,"Infiniti","infiniti","infiniti","Japan","Midsize Cars"
"15914",2000,"Infiniti","Q45","Midsize Cars",4.1,"Automatic 4-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,97,13,"Infiniti","infiniti","infiniti","Japan","Midsize Cars"
"15915",2000,"Jaguar","Vanden Plas","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,102,13,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"15916",2000,"Jaguar","Vanden Plas S/C","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,14,20,16,102,13,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"15917",2000,"Jaguar","S-type (X200) V6","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,99,12,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"15918",2000,"Jaguar","S-type (X200) V8","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,99,12,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"15919",2000,"Jaguar","XJ8L","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,102,13,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"15920",2000,"Lexus","GS 300/GS 400","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,100,15,"Lexus","lexus","lexus","Japan","Midsize Cars"
"15921",2000,"Lexus","GS 300/GS 400","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,100,15,"Lexus","lexus","lexus","Japan","Midsize Cars"
"15922",2000,"Lexus","LS 400","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,102,14,"Lexus","lexus","lexus","Japan","Midsize Cars"
"15923",2000,"Lincoln","LS","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"15924",2000,"Lincoln","LS","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"15925",2000,"Lincoln","LS","Midsize Cars",3,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"15926",2000,"Lincoln","LS","Midsize Cars",3.9,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,17,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"15927",2000,"Lincoln","LS","Midsize Cars",3.9,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,17,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"15934",2000,"Mercedes-Benz","E320","Midsize Cars",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,95,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"15935",2000,"Mercedes-Benz","E320 4Matic","Midsize Cars",3.2,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,25,21,95,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"15936",2000,"Mercedes-Benz","E430","Midsize Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,95,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"15937",2000,"Mercedes-Benz","E430 4Matic","Midsize Cars",4.3,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,95,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"15938",2000,"Mercedes-Benz","E55 AMG","Midsize Cars",5.5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,95,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"15981",2000,"Audi","A8 L","Large Cars",4.2,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,104,18,"Audi","audi","audi","Germany","Large Cars"
"15982",2000,"BMW","740il/740il Protection","Large Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,107,13,"BMW","bmw","bmw","Germany","Large Cars"
"15983",2000,"BMW","750il/750il Protection","Large Cars",5.4,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,18,14,107,13,"BMW","bmw","bmw","Germany","Large Cars"
"15987",2000,"Cadillac","DeVille","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,25,19,115,19,"Cadillac","cadillac","cadillac","USA","Large Cars"
"16002",2000,"Lincoln","Continental","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,NA,NA,"Lincoln","lincoln","lincoln","USA","Large Cars"
"16004",2000,"Lincoln","Town Car","Large Cars",4.6,"Automatic 4-spd","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,18,112,21,"Lincoln","lincoln","lincoln","USA","Large Cars"
"16005",2000,"Mercedes-Benz","S430","Large Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,106,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Large Cars"
"16006",2000,"Mercedes-Benz","S500","Large Cars",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,106,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Large Cars"
"16010",2000,"Audi","A4 Avant","Small Station Wagons",2.8,"Automatic 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,89,31,"Audi","audi","audi","Germany","Small Station Wagons"
"16011",2000,"Audi","A4 Avant quattro","Small Station Wagons",1.8,"Automatic 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,89,31,"Audi","audi","audi","Germany","Small Station Wagons"
"16012",2000,"Audi","A4 Avant quattro","Small Station Wagons",1.8,"Manual 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,26,22,89,31,"Audi","audi","audi","Germany","Small Station Wagons"
"16013",2000,"Audi","A4 Avant quattro","Small Station Wagons",2.8,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,89,31,"Audi","audi","audi","Germany","Small Station Wagons"
"16014",2000,"Audi","A4 Avant quattro","Small Station Wagons",2.8,"Manual 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,89,31,"Audi","audi","audi","Germany","Small Station Wagons"
"16015",2000,"BMW","323i Touring","Small Station Wagons",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,19,91,26,"BMW","bmw","bmw","Germany","Small Station Wagons"
"16016",2000,"BMW","323i Touring","Small Station Wagons",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,91,26,"BMW","bmw","bmw","Germany","Small Station Wagons"
"16017",2000,"BMW","528i Sport Wagon","Small Station Wagons",2.8,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,96,33,"BMW","bmw","bmw","Germany","Small Station Wagons"
"16018",2000,"BMW","528i Sport Wagon","Small Station Wagons",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,96,33,"BMW","bmw","bmw","Germany","Small Station Wagons"
"16019",2000,"BMW","528i Sport Wagon","Small Station Wagons",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,96,33,"BMW","bmw","bmw","Germany","Small Station Wagons"
"16020",2000,"BMW","540i Sport Wagon","Small Station Wagons",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,96,33,"BMW","bmw","bmw","Germany","Small Station Wagons"
"16033",2000,"Audi","A6 Avant quattro","Midsize Station Wagons",2.8,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,99,36,"Audi","audi","audi","Germany","Midsize Station Wagons"
