"","year","make","model","vclass","displ","tran","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv","make_orig","make_lower","make_lowerclean","country","z"
"18666",2003,"Jaguar","S-Type 3.0 Litre","Midsize Cars",3,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,98,12,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"18667",2003,"Jaguar","S-Type 4.2 Litre","Midsize Cars",4.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,24,18,98,12,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"18668",2003,"Jaguar","S-Type R","Midsize Cars",4.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,15,22,17,98,12,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"18669",2003,"Jaguar","Super V8","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,14,20,16,102,13,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"18670",2003,"Jaguar","Vanden Plas","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,102,13,"Jaguar","jaguar","jaguar","Britain","Midsize Cars"
"18675",2003,"Lexus","ES 300","Midsize Cars",3,"Automatic 5-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,27,21,96,15,"Lexus","lexus","lexus","Japan","Midsize Cars"
"18676",2003,"Lexus","GS 300/GS 430","Midsize Cars",3,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,100,15,"Lexus","lexus","lexus","Japan","Midsize Cars"
"18677",2003,"Lexus","GS 300/GS 430","Midsize Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,100,15,"Lexus","lexus","lexus","Japan","Midsize Cars"
"18678",2003,"Lincoln","LS","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"18679",2003,"Lincoln","LS","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,25,21,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"18680",2003,"Lincoln","LS","Midsize Cars",3.9,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"18681",2003,"Lincoln","LS","Midsize Cars",3.9,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,104,13,"Lincoln","lincoln","lincoln","USA","Midsize Cars"
"18688",2003,"Mercedes-Benz","E320","Midsize Cars",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,97,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"18689",2003,"Mercedes-Benz","E500","Midsize Cars",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,97,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"18721",2003,"Audi","A8 L","Large Cars",4.2,"Automatic (S5)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,104,18,"Audi","audi","audi","Germany","Large Cars"
"18723",2003,"BMW","745i","Large Cars",4.4,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,104,18,"BMW","bmw","bmw","Germany","Large Cars"
"18724",2003,"BMW","745li","Large Cars",4.4,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,105,18,"BMW","bmw","bmw","Germany","Large Cars"
"18728",2003,"Cadillac","DeVille","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,25,19,115,19,"Cadillac","cadillac","cadillac","USA","Large Cars"
"18729",2003,"Cadillac","Funeral Coach / Hearse","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,18,14,NA,NA,"Cadillac","cadillac","cadillac","USA","Large Cars"
"18730",2003,"Cadillac","Limousine","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,20,15,NA,NA,"Cadillac","cadillac","cadillac","USA","Large Cars"
"18742",2003,"Infiniti","Q45","Large Cars",4.5,"Automatic (S5)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,107,14,"Infiniti","infiniti","infiniti","Japan","Large Cars"
"18743",2003,"Lexus","LS 430","Large Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,107,16,"Lexus","lexus","lexus","Japan","Large Cars"
"18746",2003,"Lincoln","Town Car","Large Cars",4.6,"Automatic 4-spd","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,18,112,21,"Lincoln","lincoln","lincoln","USA","Large Cars"
"18747",2003,"Mercedes-Benz","S430","Large Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,106,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Large Cars"
"18748",2003,"Mercedes-Benz","S430 4matic","Large Cars",4.3,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,20,17,106,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Large Cars"
"18749",2003,"Mercedes-Benz","S500","Large Cars",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,20,16,106,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Large Cars"
"18750",2003,"Mercedes-Benz","S500 4matic","Large Cars",5,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,106,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Large Cars"
"18751",2003,"Mercedes-Benz","S55 AMG","Large Cars",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,13,20,15,106,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Large Cars"
"18752",2003,"Mercedes-Benz","S600","Large Cars",5.5,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,FALSE,12,17,14,106,15,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Large Cars"
"18756",2003,"Audi","A4 Avant quattro","Small Station Wagons",1.8,"Manual 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,91,28,"Audi","audi","audi","Germany","Small Station Wagons"
"18757",2003,"Audi","A4 Avant quattro","Small Station Wagons",1.8,"Automatic (S5)","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,91,28,"Audi","audi","audi","Germany","Small Station Wagons"
"18758",2003,"Audi","A4 Avant quattro","Small Station Wagons",3,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,91,28,"Audi","audi","audi","Germany","Small Station Wagons"
"18759",2003,"Audi","A4 Avant quattro","Small Station Wagons",3,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,91,28,"Audi","audi","audi","Germany","Small Station Wagons"
"18760",2003,"BMW","325i Sport Wagon","Small Station Wagons",2.5,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,91,26,"BMW","bmw","bmw","Germany","Small Station Wagons"
"18761",2003,"BMW","325i Sport Wagon","Small Station Wagons",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,91,26,"BMW","bmw","bmw","Germany","Small Station Wagons"
"18762",2003,"BMW","325xi Sport Wagon","Small Station Wagons",2.5,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,91,26,"BMW","bmw","bmw","Germany","Small Station Wagons"
"18763",2003,"BMW","325xi Sport Wagon","Small Station Wagons",2.5,"Manual 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,91,26,"BMW","bmw","bmw","Germany","Small Station Wagons"
"18764",2003,"BMW","525i Sport Wagon","Small Station Wagons",2.5,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,97,33,"BMW","bmw","bmw","Germany","Small Station Wagons"
"18765",2003,"BMW","525i Sport Wagon","Small Station Wagons",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,97,33,"BMW","bmw","bmw","Germany","Small Station Wagons"
"18766",2003,"BMW","540i Sport Wagon","Small Station Wagons",4.4,"Automatic (S5)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,19,17,97,33,"BMW","bmw","bmw","Germany","Small Station Wagons"
"18769",2003,"Mercedes-Benz","C240 (Wagon)","Small Station Wagons",2.6,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,89,31,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Small Station Wagons"
"18770",2003,"Mercedes-Benz","C240 (Wagon)","Small Station Wagons",2.6,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,24,18,89,31,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Small Station Wagons"
"18771",2003,"Mercedes-Benz","C240 4matic (Wagon)","Small Station Wagons",2.6,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,89,31,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Small Station Wagons"
"18772",2003,"Mercedes-Benz","C320 (Wagon)","Small Station Wagons",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,24,20,89,31,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Small Station Wagons"
"18773",2003,"Mercedes-Benz","C320 (Wagon)","Small Station Wagons",3.2,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,89,31,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Small Station Wagons"
"18774",2003,"Mercedes-Benz","C320 4matic (Wagon)","Small Station Wagons",3.2,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,89,31,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Small Station Wagons"
"18797",2003,"Audi","A6 Avant quattro","Midsize Station Wagons",3,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,99,36,"Audi","audi","audi","Germany","Midsize Station Wagons"
"18798",2003,"Audi","S6 Avant","Midsize Station Wagons",4.2,"Automatic (S5)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,19,15,97,34,"Audi","audi","audi","Germany","Midsize Station Wagons"
"18807",2003,"Lexus","RX 300","Midsize Station Wagons",3,"Automatic 4-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,21,18,104,32,"Lexus","lexus","lexus","Japan","Midsize Station Wagons"
"18808",2003,"Lexus","RX 300 4WD","Midsize Station Wagons",3,"Automatic 4-spd","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,21,18,104,32,"Lexus","lexus","lexus","Japan","Midsize Station Wagons"
"18811",2003,"Mercedes-Benz","E320 (Wagon)","Midsize Station Wagons",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,98,44,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Station Wagons"
"18812",2003,"Mercedes-Benz","E320 4Matic (Wagon)","Midsize Station Wagons",3.2,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,98,44,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Station Wagons"
"18881",2003,"Lincoln","Blackwood 2WD","Standard Pickup Trucks 2WD",5.4,"Automatic 4-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,16,13,NA,NA,"Lincoln","lincoln","lincoln","USA","Standard Pickup Trucks"
"19019",2003,"Cadillac","Escalade 2WD","Sport Utility Vehicle - 2WD",5.3,"Automatic 4-spd","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,16,14,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"19063",2003,"Infiniti","FX35 2WD","Sport Utility Vehicle - 2WD",3.5,"Automatic (S5)","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,22,17,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"19064",2003,"Infiniti","QX4 2WD","Sport Utility Vehicle - 2WD",3.5,"Automatic 4-spd","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"19080",2003,"Lincoln","Aviator 2WD","Sport Utility Vehicle - 2WD",4.6,"Automatic 5-spd","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,17,14,NA,NA,"Lincoln","lincoln","lincoln","USA","Sport Utility Vehicles"
"19081",2003,"Lincoln","Navigator 2WD","Sport Utility Vehicle - 2WD",5.4,"Automatic 4-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,15,13,NA,NA,"Lincoln","lincoln","lincoln","USA","Sport Utility Vehicles"
"19118",2003,"Acura","MDX 4WD","Sport Utility Vehicle - 4WD",3.5,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,NA,NA,"Acura","acura","acura","Japan","Sport Utility Vehicles"
"19119",2003,"Audi","Allroad quattro","Sport Utility Vehicle - 4WD",2.7,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,14,21,17,NA,NA,"Audi","audi","audi","Germany","Sport Utility Vehicles"
"19120",2003,"Audi","Allroad quattro","Sport Utility Vehicle - 4WD",2.7,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,20,17,NA,NA,"Audi","audi","audi","Germany","Sport Utility Vehicles"
"19121",2003,"BMW","X5","Sport Utility Vehicle - 4WD",3,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"19122",2003,"BMW","X5","Sport Utility Vehicle - 4WD",3,"Manual 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"19123",2003,"BMW","X5","Sport Utility Vehicle - 4WD",4.4,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,17,14,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"19124",2003,"BMW","X5 4.6is","Sport Utility Vehicle - 4WD",4.6,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,16,14,NA,NA,"BMW","bmw","bmw","Germany","Sport Utility Vehicles"
"19126",2003,"Cadillac","Escalade AWD","Sport Utility Vehicle - 4WD",6,"Automatic 4-spd","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,11,15,13,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"19127",2003,"Cadillac","Escalade ESV AWD","Sport Utility Vehicle - 4WD",6,"Automatic 4-spd","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,11,15,13,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"19128",2003,"Cadillac","Escalade Ext AWD","Sport Utility Vehicle - 4WD",6,"Automatic 4-spd","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,11,15,13,NA,NA,"Cadillac","cadillac","cadillac","USA","Sport Utility Vehicles"
"19177",2003,"Infiniti","FX35 AWD","Sport Utility Vehicle - 4WD",3.5,"Automatic (S5)","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,20,17,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"19178",2003,"Infiniti","FX45 AWD","Sport Utility Vehicle - 4WD",4.5,"Automatic (S5)","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,18,15,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"19179",2003,"Infiniti","QX4 4WD","Sport Utility Vehicle - 4WD",3.5,"Automatic 4-spd","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,15,NA,NA,"Infiniti","infiniti","infiniti","Japan","Sport Utility Vehicles"
"19200",2003,"Lexus","GX 470","Sport Utility Vehicle - 4WD",4.7,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,17,15,NA,NA,"Lexus","lexus","lexus","Japan","Sport Utility Vehicles"
"19201",2003,"Lexus","LX 470","Sport Utility Vehicle - 4WD",4.7,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,16,13,NA,NA,"Lexus","lexus","lexus","Japan","Sport Utility Vehicles"
"19202",2003,"Lincoln","Aviator 4WD","Sport Utility Vehicle - 4WD",4.6,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,17,14,NA,NA,"Lincoln","lincoln","lincoln","USA","Sport Utility Vehicles"
"19205",2003,"Mercedes-Benz","G500","Sport Utility Vehicle - 4WD",5,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,13,12,124,49,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"19206",2003,"Mercedes-Benz","G55 AMG","Sport Utility Vehicle - 4WD",5.5,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,14,13,124,49,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"19207",2003,"Mercedes-Benz","ML320","Sport Utility Vehicle - 4WD",3.2,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,17,15,105,41,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"19208",2003,"Mercedes-Benz","ML350","Sport Utility Vehicle - 4WD",3.7,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,17,15,105,41,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"19209",2003,"Mercedes-Benz","ML500","Sport Utility Vehicle - 4WD",5,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,16,14,105,41,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"19210",2003,"Mercedes-Benz","ML55 AMG","Sport Utility Vehicle - 4WD",5.5,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,17,14,105,33,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Sport Utility Vehicles"
"19300",2003,"BMW","760li","Large Cars",6,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,13,21,16,105,18,"BMW","bmw","bmw","Germany","Large Cars"
"19303",2003,"BMW","Z4 Roadster","Two Seaters",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"19309",2003,"BMW","330i","Compact Cars",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,91,11,"BMW","bmw","bmw","Germany","Compact Cars"
"19310",2003,"BMW","330xi","Compact Cars",3,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,91,11,"BMW","bmw","bmw","Germany","Compact Cars"
"19326",2003,"BMW","Z4 Roadster","Two Seaters",2.5,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"19328",2003,"Audi","RS6","Midsize Cars",4.2,"Automatic (S5)","8","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,14,20,16,96,15,"Audi","audi","audi","Germany","Midsize Cars"
"19329",2003,"Mercedes-Benz","E55 AMG","Midsize Cars",5.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,13,19,15,97,14,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Midsize Cars"
"19332",2004,"Acura","NSX","Two Seaters",3,"Automatic (S4)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,NA,NA,"Acura","acura","acura","Japan","Two Seaters"
"19333",2004,"Acura","NSX","Two Seaters",3.2,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,NA,NA,"Acura","acura","acura","Japan","Two Seaters"
"19334",2004,"Audi","TT Roadster","Two Seaters",1.8,"Automatic (S6)","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,NA,NA,"Audi","audi","audi","Germany","Two Seaters"
"19335",2004,"Audi","TT Roadster quattro","Two Seaters",1.8,"Manual 6-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,NA,NA,"Audi","audi","audi","Germany","Two Seaters"
"19336",2004,"Audi","TT Roadster quattro","Two Seaters",3.2,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,25,21,NA,NA,"Audi","audi","audi","Germany","Two Seaters"
"19337",2004,"BMW","Z4 Roadster","Two Seaters",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"19338",2004,"BMW","Z4 Roadster","Two Seaters",2.5,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"19339",2004,"BMW","Z4 Roadster","Two Seaters",2.5,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"19340",2004,"BMW","Z4 Roadster","Two Seaters",3,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"19341",2004,"BMW","Z4 Roadster","Two Seaters",3,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"19342",2004,"BMW","Z4 Roadster","Two Seaters",3,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,NA,NA,"BMW","bmw","bmw","Germany","Two Seaters"
"19343",2004,"Cadillac","XLR","Two Seaters",4.6,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,NA,NA,"Cadillac","cadillac","cadillac","USA","Two Seaters"
"19370",2004,"Mercedes-Benz","SL500","Two Seaters",5,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,17,50,7,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"19371",2004,"Mercedes-Benz","SL55 AMG","Two Seaters",5.4,"Automatic (S5)","8","Rear-Wheel Drive","Premium",FALSE,TRUE,TRUE,13,19,15,50,7,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"19372",2004,"Mercedes-Benz","SL600","Two Seaters",5.5,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,12,17,14,50,7,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"19373",2004,"Mercedes-Benz","SLK230","Two Seaters",2.3,"Automatic 5-spd","4","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,19,26,22,48,10,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"19374",2004,"Mercedes-Benz","SLK230","Two Seaters",2.3,"Manual 6-spd","4","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,19,26,21,48,10,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"19375",2004,"Mercedes-Benz","SLK32 AMG","Two Seaters",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,15,21,17,48,10,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"19376",2004,"Mercedes-Benz","SLK320","Two Seaters",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,24,20,48,10,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"19377",2004,"Mercedes-Benz","SLK320","Two Seaters",3.2,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,48,10,"Mercedes-Benz","mercedes-benz","mercedes-benz","Germany","Two Seaters"
"19392",2004,"Audi","TT Coupe","Minicompact Cars",1.8,"Automatic (S6)","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,27,21,65,14,"Audi","audi","audi","Germany","Minicompact Cars"
"19393",2004,"Audi","TT Coupe quattro","Minicompact Cars",1.8,"Manual 6-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,65,11,"Audi","audi","audi","Germany","Minicompact Cars"
"19394",2004,"Audi","TT Coupe quattro","Minicompact Cars",3.2,"Automatic (S6)","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,24,22,65,11,"Audi","audi","audi","Germany","Minicompact Cars"
"19395",2004,"BMW","325ci Convertible","Minicompact Cars",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,74,9,"BMW","bmw","bmw","Germany","Minicompact Cars"
"19396",2004,"BMW","325ci Convertible","Minicompact Cars",2.5,"Automatic (S5)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,74,9,"BMW","bmw","bmw","Germany","Minicompact Cars"
"19397",2004,"BMW","325ci Convertible","Minicompact Cars",2.5,"Automatic (S6)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,74,9,"BMW","bmw","bmw","Germany","Minicompact Cars"
